,title_ramowka,redactor,datetime
0,Muzyka do rana,,2020-07-10 00:00:00
1,Poranna Manna,Wojciech Mann,2020-07-10 06:00:00
2,W środku dnia,Michał Nogaś,2020-07-10 10:00:00
3,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2020-07-10 14:00:00
4,Świat nowej muzyki,Bartek Winczewski,2020-07-10 15:00:00
5,Nowy Świat po południu,Michał Porycki,2020-07-10 16:00:00
6,Koncert w Nowym Świecie,Jan Chojnacki ,2020-07-10 19:00:00
7,Muzyka do rana,,2020-07-11 00:00:00
8,De Cuba Su Musica,Jose Torres,2020-07-11 10:00:00
9,Deliberatorium,Beata Grabarczyk,2020-07-11 12:00:00
10,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-07-11 13:00:00
11,Stulecie dziwów,Jerzy Sosnowski,2020-07-11 15:00:00
12,Miłomuzomania,Kinga Krasuska,2020-07-11 16:00:00
13,Jej historia,Katarzyna Zacharska ,2020-07-11 19:00:00
14,Próbny lot,,2020-07-11 19:00:00
15,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-07-11 20:00:00
16,Muzyka do rana,,2020-07-11 22:00:00
17,Muzyka do rana,,2020-07-12 00:00:00
18,Bez kolejki,Wojciech Mann,2020-07-12 10:00:00
19,Raczek movie,Tomasz Raczek,2020-07-12 13:00:00
20,Wesoła warszawska fala,Jan Emil Młynarski,2020-07-12 14:00:00
21,Pora siesty,Marcin Kydryński,2020-07-12 15:00:00
22,W głębi duszy,Eliza Michalik ,2020-07-12 17:00:00
23,Próbny lot,,2020-07-12 18:00:00
24,Czytał Michał Nogaś,Michał Nogaś,2020-07-12 19:00:00
25,Piosennik,Andrzej Poniedzielski,2020-07-12 20:00:00
26,Muzyka do rana,,2020-07-12 22:00:00
27,Muzyka do rana,,2020-07-13 00:00:00
28,Nowy świt,Beata Grabarczyk,2020-07-13 06:00:00
29,Próbny lot,,2020-07-13 10:00:00
30,W środku dnia,Mateusz Andruszkiewicz,2020-07-13 11:00:00
31,Muzyka bardzo poważna,Krzysztof Grabowski,2020-07-13 14:00:00
32,Nowy Świat po południu,Michał Porycki,2020-07-13 16:00:00
33,Strumień zdumień,Jan Chojnacki,2020-07-13 19:00:00
34,Punkt widzenia,Jerzy Sosnowski,2020-07-13 21:00:00
35,Muzyka do rana,,2020-07-13 22:00:00
36,Muzyka do rana,,2020-07-14 00:00:00
37,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2020-07-14 06:00:00
38,Próbny lot,,2020-07-14 10:00:00
39,W środku dnia,Maciej Jankowski,2020-07-14 11:00:00
40,Mała kawa,Wojciech Mann,2020-07-14 14:00:00
41,Nowy Świat po południu,Michał Porycki,2020-07-14 16:00:00
42,Wagle,"Wojciech Waglewski, Fisz",2020-07-14 19:00:00
43,Punkt widzenia,Beata Grabarczyk,2020-07-14 21:00:00
44,Muzyka do rana,,2020-07-14 22:00:00
45,Muzyka do rana,,2020-07-15 00:00:00
46,Nowy świt,Beata Grabarczyk,2020-07-15 06:00:00
47,Próbny lot,,2020-07-15 10:00:00
48,W środku dnia,Maciej Jankowski,2020-07-15 11:00:00
49,Dzieci bluesa,Jan Chojnacki,2020-07-15 14:00:00
50,Nowy Świat po południu,Michał Porycki,2020-07-15 16:00:00
51,Badafonia,Kuba Badach,2020-07-15 19:00:00
52,Punkt widzenia,Marek Kacprzak,2020-07-15 21:00:00
53,Muzyka do rana,,2020-07-15 22:00:00
54,Muzyka do rana,,2020-07-16 00:00:00
55,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2020-07-16 06:00:00
56,Próbny lot,,2020-07-16 10:00:00
57,W środku dnia,Karol Berger,2020-07-16 11:00:00
58,Nowy Świat po południu,Michał Porycki,2020-07-16 16:00:00
59,Napiór w eterze,Marek Napiórkowski,2020-07-16 19:00:00
60,Punkt widzenia,Jerzy Sosnowski ,2020-07-16 21:00:00
61,Muzyka do rana,,2020-07-16 22:00:00
62,Muzyka do rana,,2020-07-17 00:00:00
63,Poranna Manna,Wojciech Mann,2020-07-17 06:00:00
64,Próbny lot,,2020-07-17 10:00:00
65,W środku dnia,,2020-07-17 11:00:00
66,Nowy Świat po południu,Michał Porycki,2020-07-17 16:00:00
67,Punkt widzenia,,2020-07-17 21:00:00
68,Muzyka do rana,,2020-07-17 22:00:00
69,Muzyka do rana,,2020-07-18 00:00:00
70,De Cuba Su Musica,Jose Torres,2020-07-18 08:00:00
71,Koncert życzeń,,2020-07-18 10:00:00
72,Deliberatorium,Beata Grabarczyk,2020-07-18 12:00:00
73,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-07-18 13:00:00
74,Stulecie dziwów,Jerzy Sosnowski,2020-07-18 15:00:00
75,Miłomuzomania,Kinga Krasuska,2020-07-18 16:00:00
76,Jej historia,Katarzyna Zacharska,2020-07-18 18:00:00
77,Próbny lot,,2020-07-18 19:00:00
78,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-07-18 20:00:00
79,Muzyka do rana,,2020-07-18 22:00:00
80,Muzyka do rana,,2020-07-19 00:00:00
81,Bez kolejki,Wojciech Mann,2020-07-19 10:00:00
82,Raczek movie,Tomasz Raczek,2020-07-19 13:00:00
83,Wesoła warszawska fala,Jan Emil Młynarski,2020-07-19 14:00:00
84,Pora siesty,Marcin Kydryński,2020-07-19 15:00:00
85,W głębi duszy,Eliza Michalik,2020-07-19 17:00:00
86,Próbny lot,,2020-07-19 18:00:00
87,Czytał Michał Nogaś,Michał Nogaś,2020-07-19 19:00:00
88,Piosennik,Andrzej Poniedzielski,2020-07-19 20:00:00
89,Muzyka do rana,,2020-07-19 22:00:00
90,Muzyka do rana,,2020-07-20 00:00:00
91,Nowy świt,,2020-07-20 06:00:00
92,Próbny lot,,2020-07-20 10:00:00
93,W środku dnia,,2020-07-20 11:00:00
94,Muzyka bardzo poważna,Krzysztof Grabowski,2020-07-20 14:00:00
95,Nowy Świat po południu,Michał Porycki,2020-07-20 16:00:00
96,Punkt widzenia,,2020-07-20 21:00:00
97,Muzyka do rana,,2020-07-20 22:00:00
98,Muzyka do rana,,2020-07-25 00:00:00
99,De Cuba Su Musica,Jose Torres,2020-07-25 08:00:00
100,Koncert życzeń,,2020-07-25 10:00:00
101,Deliberatorium,Beata Grabarczyk,2020-07-25 12:00:00
102,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-07-25 13:00:00
103,Stulecie dziwów,Jerzy Sosnowski,2020-07-25 15:00:00
104,Miłomuzomania,Kinga Krasuska,2020-07-25 16:00:00
105,Jej historia,Katarzyna Zacharska,2020-07-25 18:00:00
106,Próbny lot,,2020-07-25 19:00:00
107,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-07-25 20:00:00
108,Muzyka do rana,,2020-07-25 22:00:00
109,Muzyka do rana,,2020-07-26 00:00:00
110,Bez kolejki,Wojciech Mann,2020-07-26 10:00:00
111,Raczek movie,Tomasz Raczek,2020-07-26 13:00:00
112,Wesoła warszawska fala,Jan Emil Młynarski,2020-07-26 14:00:00
113,Pora siesty,Marcin Kydryński,2020-07-26 15:00:00
114,W głębi duszy,Eliza Michalik,2020-07-26 17:00:00
115,Próbny lot,,2020-07-26 18:00:00
116,Czytał Michał Nogaś,Michał Nogaś,2020-07-26 19:00:00
117,Piosennik,Andrzej Poniedzielski,2020-07-26 20:00:00
118,Muzyka do rana,,2020-07-26 22:00:00
119,Muzyka do rana,,2020-07-27 00:00:00
120,Nowy świt,,2020-07-27 06:00:00
121,Próbny lot,,2020-07-27 10:00:00
122,W środku dnia,,2020-07-27 11:00:00
123,Muzyka bardzo poważna,Krzysztof Grabowski,2020-07-27 14:00:00
124,Nowy Świat po południu,Michał Porycki,2020-07-27 16:00:00
125,Punkt widzenia,,2020-07-27 21:00:00
126,Muzyka do rana,,2020-07-27 22:00:00
127,Muzyka do rana,,2020-08-01 00:00:00
128,De Cuba Su Musica,Jose Torres,2020-08-01 08:00:00
129,Koncert życzeń,"Joanna Kołaczkowska, Piotr Bukartyk ",2020-08-01 10:00:00
130,Deliberatorium,Beata Grabarczyk,2020-08-01 12:00:00
131,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-08-01 13:00:00
132,Stulecie dziwów,Jerzy Sosnowski,2020-08-01 15:00:00
133,Miłomuzomania,Kinga Krasuska,2020-08-01 16:00:00
134,Jej historia,Katarzyna Zacharska,2020-08-01 18:00:00
135,Próbny lot,,2020-08-01 19:00:00
136,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-08-01 20:00:00
137,Muzyka do rana,,2020-08-01 22:00:00
138,Muzyka do rana,,2020-08-02 00:00:00
139,Bez kolejki,Wojciech Mann,2020-08-02 10:00:00
140,Raczek movie,Tomasz Raczek,2020-08-02 13:00:00
141,Wesoła warszawska fala,Jan Emil Młynarski,2020-08-02 14:00:00
142,Pora siesty,Marcin Kydryński,2020-08-02 15:00:00
143,W głębi duszy,Eliza Michalik,2020-08-02 17:00:00
144,Próbny lot,,2020-08-02 18:00:00
145,Czytał Michał Nogaś,Michał Nogaś,2020-08-02 19:00:00
146,Piosennik,Andrzej Poniedzielski,2020-08-02 20:00:00
147,Muzyka do rana,,2020-08-02 22:00:00
148,Muzyka do rana,,2020-08-08 00:00:00
149,De Cuba Su Musica,Jose Torres,2020-08-08 08:00:00
150,Koncert życzeń,"Joanna Kołaczkowska, Marcelina Słomian ",2020-08-08 10:00:00
151,Deliberatorium,Beata Grabarczyk,2020-08-08 12:00:00
152,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-08-08 13:00:00
153,Stulecie dziwów,Jerzy Sosnowski,2020-08-08 15:00:00
154,Miłomuzomania,Kinga Krasuska,2020-08-08 16:00:00
155,Jej historia,Katarzyna Zacharska,2020-08-08 18:00:00
156,Próbny lot,,2020-08-08 19:00:00
157,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-08-08 20:00:00
158,Muzyka do rana,,2020-08-08 22:00:00
159,Muzyka do rana,,2020-08-09 00:00:00
160,Bez kolejki,Wojciech Mann,2020-08-09 10:00:00
161,Raczek movie,Tomasz Raczek,2020-08-09 13:00:00
162,Wesoła warszawska fala,Jan Emil Młynarski,2020-08-09 14:00:00
163,Pora siesty,Marcin Kydryński,2020-08-09 15:00:00
164,W głębi duszy,Eliza Michalik,2020-08-09 17:00:00
165,Bon ton,Agnieszka Lipka-Barnett,2020-08-09 18:00:00
166,Czytał Michał Nogaś,Michał Nogaś,2020-08-09 19:00:00
167,Piosennik,Andrzej Poniedzielski,2020-08-09 20:00:00
168,Muzyka do rana,,2020-08-09 22:00:00
169,Muzyka do rana,,2020-08-15 00:00:00
170,De Cuba Su Musica,Jose Torres,2020-08-15 08:00:00
171,Koncert życzeń,"Piotr Bukartyk, Wojciech Malajkat ",2020-08-15 10:00:00
172,Deliberatorium,Beata Grabarczyk,2020-08-15 12:00:00
173,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-08-15 13:00:00
174,Stulecie dziwów,Jerzy Sosnowski,2020-08-15 15:00:00
175,Miłomuzomania,Kinga Krasuska,2020-08-15 16:00:00
176,Jej historia,Katarzyna Zacharska,2020-08-15 18:00:00
177,Próbny lot,,2020-08-15 19:00:00
178,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-08-15 20:00:00
179,Muzyka do rana,,2020-08-15 22:00:00
180,Muzyka do rana,,2020-08-16 00:00:00
181,Bez kolejki,Wojciech Mann,2020-08-16 10:00:00
182,Raczek movie,Tomasz Raczek,2020-08-16 13:00:00
183,Wesoła warszawska fala,Jan Emil Młynarski,2020-08-16 14:00:00
184,Pora siesty,Marcin Kydryński,2020-08-16 15:00:00
185,W głębi duszy,Eliza Michalik,2020-08-16 17:00:00
186,Bon ton,Agnieszka Lipka-Barnett,2020-08-16 18:00:00
187,Czytał Michał Nogaś,Michał Nogaś,2020-08-16 19:00:00
188,Piosennik,Andrzej Poniedzielski,2020-08-16 20:00:00
189,Muzyka do rana,,2020-08-16 22:00:00
190,Muzyka do rana,,2020-08-22 00:00:00
191,De Cuba Su Musica,Jose Torres,2020-08-22 08:00:00
192,Koncert życzeń,"Joanna Kołaczkowska, Marcelina Słomian ",2020-08-22 10:00:00
193,Deliberatorium,Beata Grabarczyk,2020-08-22 12:00:00
194,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-08-22 13:00:00
195,Stulecie dziwów,Jerzy Sosnowski,2020-08-22 15:00:00
196,Miłomuzomania,Kinga Krasuska,2020-08-22 16:00:00
197,Jej historia,Katarzyna Zacharska,2020-08-22 18:00:00
198,Próbny lot,,2020-08-22 19:00:00
199,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-08-22 20:00:00
200,Muzyka do rana,,2020-08-22 22:00:00
201,Muzyka do rana,,2020-08-23 00:00:00
202,Bez kolejki,Wojciech Mann,2020-08-23 10:00:00
203,Raczek movie,Tomasz Raczek,2020-08-23 13:00:00
204,Wesoła warszawska fala,Jan Emil Młynarski,2020-08-23 14:00:00
205,Pora siesty,Marcin Kydryński,2020-08-23 15:00:00
206,W głębi duszy,Eliza Michalik,2020-08-23 17:00:00
207,Bon ton,Agnieszka Lipka-Barnett,2020-08-23 18:00:00
208,Czytał Michał Nogaś,Michał Nogaś,2020-08-23 19:00:00
209,Piosennik,Andrzej Poniedzielski,2020-08-23 20:00:00
210,Muzyka do rana,,2020-08-23 22:00:00
211,Muzyka do rana,,2020-08-29 00:00:00
212,De Cuba Su Musica,Jose Torres,2020-08-29 08:00:00
213,Koncert życzeń,"Joanna Kołaczkowska, Wojciech Malajkat",2020-08-29 10:00:00
214,Deliberatorium,Beata Grabarczyk,2020-08-29 12:00:00
215,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-08-29 13:00:00
216,Stulecie dziwów,Jerzy Sosnowski,2020-08-29 15:00:00
217,Miłomuzomania,Kinga Krasuska,2020-08-29 16:00:00
218,Jej historia,Katarzyna Zacharska,2020-08-29 18:00:00
219,Próbny lot,,2020-08-29 19:00:00
220,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-08-29 20:00:00
221,Muzyka do rana,,2020-08-29 22:00:00
222,Muzyka do rana,,2020-08-30 00:00:00
223,Bez kolejki,Wojciech Mann,2020-08-30 10:00:00
224,Raczek movie,Tomasz Raczek,2020-08-30 13:00:00
225,Wesoła warszawska fala,Jan Emil Młynarski,2020-08-30 14:00:00
226,Pora siesty,Marcin Kydryński,2020-08-30 15:00:00
227,W głębi duszy,Eliza Michalik,2020-08-30 17:00:00
228,Bon ton,Agnieszka Lipka-Barnett,2020-08-30 18:00:00
229,Czytał Michał Nogaś,Michał Nogaś,2020-08-30 19:00:00
230,Piosennik,Andrzej Poniedzielski,2020-08-30 20:00:00
231,Muzyka do rana,,2020-08-30 22:00:00
232,Muzyka do rana,,2020-09-05 00:00:00
233,Sobotni brzask,Maciej Jankowski,2020-09-05 07:00:00
234,Koncert życzeń,"Marcelina Słomian, Piotr Bukartyk ",2020-09-05 10:00:00
235,Deliberatorium,Beata Grabarczyk,2020-09-05 12:00:00
236,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-09-05 13:00:00
237,Stulecie dziwów,Jerzy Sosnowski,2020-09-05 15:00:00
238,Miłomuzomania,Kinga Krasuska,2020-09-05 16:00:00
239,Jej historia,Katarzyna Zacharska,2020-09-05 18:00:00
240,Próbny lot,,2020-09-05 19:00:00
241,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-09-05 20:00:00
242,Próbny lot,Paweł Orlikowski,2020-09-05 22:00:00
243,Muzyka do rana,,2020-09-06 00:00:00
244,De Cuba Su Musica,Jose Torres,2020-09-06 08:00:00
245,Bez kolejki,Wojciech Mann,2020-09-06 10:00:00
246,Raczek movie,Tomasz Raczek,2020-09-06 13:00:00
247,Wesoła warszawska fala,Jan Emil Młynarski,2020-09-06 14:00:00
248,Pora siesty,Marcin Kydryński,2020-09-06 15:00:00
249,W głębi duszy,Eliza Michalik,2020-09-06 17:00:00
250,Koncert w Nowym Świecie,,2020-09-06 18:00:00
251,Czytał Michał Nogaś,Michał Nogaś,2020-09-06 19:00:00
252,Piosennik,Andrzej Poniedzielski,2020-09-06 20:00:00
253,Próbny lot,Karol Berger,2020-09-06 22:00:00
254,Muzyka do rana,,2020-09-12 00:00:00
255,Sobotni brzask,Maciej Jankowski,2020-09-12 07:00:00
256,Koncert życzeń,"Joanna Kołaczkowska, Wojciech Malajkat",2020-09-12 10:00:00
257,Deliberatorium,Beata Grabarczyk,2020-09-12 12:00:00
258,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-09-12 13:00:00
259,Stulecie dziwów,Jerzy Sosnowski,2020-09-12 15:00:00
260,Miłomuzomania,Kinga Krasuska,2020-09-12 16:00:00
261,Jej historia,Katarzyna Zacharska,2020-09-12 18:00:00
262,Próbny lot,,2020-09-12 19:00:00
263,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-09-12 20:00:00
264,Próbny lot,Paweł Orlikowski,2020-09-12 22:00:00
265,Muzyka do rana,,2020-09-13 00:00:00
266,De Cuba Su Musica,Jose Torres,2020-09-13 08:00:00
267,Bez kolejki,Wojciech Mann,2020-09-13 10:00:00
268,Raczek movie,Tomasz Raczek,2020-09-13 13:00:00
269,Wesoła warszawska fala,Jan Emil Młynarski,2020-09-13 14:00:00
270,Pora siesty,Marcin Kydryński,2020-09-13 15:00:00
271,W głębi duszy,Eliza Michalik,2020-09-13 17:00:00
272,Bon ton,Agnieszka Lipka-Barnett,2020-09-13 18:00:00
273,Czytał Michał Nogaś,Michał Nogaś,2020-09-13 19:00:00
274,Piosennik,Andrzej Poniedzielski,2020-09-13 20:00:00
275,Próbny lot,Karol Berger,2020-09-13 22:00:00
276,Muzyka do rana,,2020-09-19 00:00:00
277,Sobotni brzask,Maciej Jankowski,2020-09-19 07:00:00
278,Koncert życzeń,"Joanna Kołaczkowska, Marcelina Słomian",2020-09-19 10:00:00
279,Deliberatorium,Beata Grabarczyk,2020-09-19 12:00:00
280,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-09-19 13:00:00
281,Stulecie dziwów,Jerzy Sosnowski,2020-09-19 15:00:00
282,Miłomuzomania,Kinga Krasuska,2020-09-19 16:00:00
283,Jej historia,Katarzyna Zacharska,2020-09-19 18:00:00
284,Próbny lot,,2020-09-19 19:00:00
285,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-09-19 20:00:00
286,Próbny lot,Paweł Orlikowski,2020-09-19 22:00:00
287,Muzyka do rana,,2020-09-20 00:00:00
288,De Cuba Su Musica,Jose Torres,2020-09-20 08:00:00
289,Bez kolejki,Wojciech Mann,2020-09-20 10:00:00
290,Raczek movie,Tomasz Raczek,2020-09-20 13:00:00
291,Wesoła warszawska fala,Jan Emil Młynarski,2020-09-20 14:00:00
292,Pora siesty,Marcin Kydryński,2020-09-20 15:00:00
293,W głębi duszy,Eliza Michalik,2020-09-20 17:00:00
294,Bon ton,Agnieszka Lipka-Barnett,2020-09-20 18:00:00
295,Czytał Michał Nogaś,Michał Nogaś,2020-09-20 19:00:00
296,Piosennik,Andrzej Poniedzielski,2020-09-20 20:00:00
297,Próbny lot,Karol Berger,2020-09-20 22:00:00
298,Muzyka do rana,,2020-09-26 00:00:00
299,Sobotni brzask,Maciej Jankowski,2020-09-26 07:00:00
300,Koncert życzeń,"Joanna Kołaczkowska, Marcelina Słomian ",2020-09-26 10:00:00
301,Deliberatorium,Beata Grabarczyk,2020-09-26 12:00:00
302,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-09-26 13:00:00
303,Stulecie dziwów,Jerzy Sosnowski,2020-09-26 15:00:00
304,Miłomuzomania,Kinga Krasuska,2020-09-26 16:00:00
305,Jej historia,Katarzyna Zacharska,2020-09-26 18:00:00
306,Próbny lot,,2020-09-26 19:00:00
307,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-09-26 20:00:00
308,Próbny lot,Paweł Orlikowski,2020-09-26 22:00:00
309,Muzyka do rana,,2020-09-27 00:00:00
310,De Cuba Su Musica,Jose Torres,2020-09-27 08:00:00
311,Bez kolejki,Wojciech Mann,2020-09-27 10:00:00
312,Raczek movie,Tomasz Raczek,2020-09-27 13:00:00
313,Wesoła warszawska fala,Jan Emil Młynarski,2020-09-27 14:00:00
314,Pora siesty,Marcin Kydryński,2020-09-27 15:00:00
315,W głębi duszy,Eliza Michalik,2020-09-27 17:00:00
316,Bon ton,Agnieszka Lipka-Barnett,2020-09-27 18:00:00
317,Czytał Michał Nogaś,Michał Nogaś,2020-09-27 19:00:00
318,Piosennik,Andrzej Poniedzielski,2020-09-27 20:00:00
319,Próbny lot,Karol Berger,2020-09-27 22:00:00
320,Muzyka do rana,,2020-10-03 00:00:00
321,Sobotni brzask,Maciej Jankowski,2020-10-03 07:00:00
322,Mistrzowie grają,Maria Zamachowska,2020-10-03 10:00:00
323,Deliberatorium,Beata Grabarczyk,2020-10-03 12:00:00
324,Próbny lot,Mikołaj Kierski,2020-10-03 13:00:00
325,Stulecie dziwów,Jerzy Sosnowski,2020-10-03 15:00:00
326,Miłomuzomania,Kinga Krasuska,2020-10-03 16:00:00
327,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-10-03 20:00:00
328,Próbny lot,Paweł Orlikowski,2020-10-03 22:00:00
329,Muzyka do rana,,2020-10-04 00:00:00
330,De Cuba Su Musica,Jose Torres,2020-10-04 08:00:00
331,Bez kolejki,Wojciech Mann,2020-10-04 10:00:00
332,Raczek movie,Tomasz Raczek,2020-10-04 13:00:00
333,Wesoła warszawska fala,Jan Emil Młynarski,2020-10-04 14:00:00
334,Pora siesty,Marcin Kydryński,2020-10-04 15:00:00
335,W głębi duszy,Eliza Michalik,2020-10-04 17:00:00
336,Bon ton,Agnieszka Lipka-Barnett,2020-10-04 18:00:00
337,Czytał Michał Nogaś,Michał Nogaś,2020-10-04 19:00:00
338,Piosennik,Andrzej Poniedzielski,2020-10-04 20:00:00
339,Próbny lot,Kinga Krasuska,2020-10-04 22:00:00
340,Muzyka do rana,,2020-10-10 00:00:00
341,Sobotni brzask,Maciej Jankowski,2020-10-10 07:00:00
342,Mistrzowie grają,Maria Zamachowska ,2020-10-10 10:00:00
343,Deliberatorium,Beata Grabarczyk,2020-10-10 12:00:00
344,Próbny lot,Mikołaj Kierski,2020-10-10 13:00:00
345,Stulecie dziwów,Jerzy Sosnowski,2020-10-10 15:00:00
346,Miłomuzomania,Kinga Krasuska,2020-10-10 16:00:00
347,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-10-10 18:00:00
348,Koncert w Nowym Świecie,,2020-10-10 20:00:00
349,Próbny lot,Paweł Orlikowski,2020-10-10 21:30:00
350,Muzyka do rana,,2020-10-11 00:00:00
351,De Cuba Su Musica,Jose Torres,2020-10-11 08:00:00
352,Bez kolejki,Wojciech Mann,2020-10-11 10:00:00
353,Raczek movie,Tomasz Raczek,2020-10-11 13:00:00
354,Wesoła warszawska fala,Jan Emil Młynarski,2020-10-11 14:00:00
355,Pora siesty,Marcin Kydryński,2020-10-11 15:00:00
356,W głębi duszy,Eliza Michalik,2020-10-11 17:00:00
357,Bon ton,Agnieszka Lipka-Barnett,2020-10-11 18:00:00
358,Czytał Michał Nogaś,Michał Nogaś,2020-10-11 19:00:00
359,Piosennik,Andrzej Poniedzielski,2020-10-11 20:00:00
360,Próbny lot,Karol Berger,2020-10-11 22:00:00
361,Muzyka do rana,,2020-10-17 00:00:00
362,Sobotni brzask,Maciej Jankowski,2020-10-17 07:00:00
363,Mistrzowie grają,Maria Zamachowska ,2020-10-17 10:00:00
364,Deliberatorium,Beata Grabarczyk,2020-10-17 12:00:00
365,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-10-17 13:00:00
366,Stulecie dziwów,Jerzy Sosnowski,2020-10-17 15:00:00
367,Miłomuzomania,Kinga Krasuska,2020-10-17 16:00:00
368,Bon ton,Agnieszka Lipka-Barnett,2020-10-17 18:00:00
369,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-10-17 20:00:00
370,Próbny lot,Paweł Orlikowski,2020-10-17 22:00:00
371,Muzyka do rana,,2020-10-18 00:00:00
372,De Cuba Su Musica,Jose Torres,2020-10-18 08:00:00
373,Bez kolejki,Wojciech Mann,2020-10-18 10:00:00
374,Raczek movie,Tomasz Raczek,2020-10-18 13:00:00
375,Wesoła warszawska fala,Jan Emil Młynarski,2020-10-18 14:00:00
376,Pora siesty,Marcin Kydryński,2020-10-18 15:00:00
377,W głębi duszy,Eliza Michalik,2020-10-18 17:00:00
378,Bon ton,Agnieszka Lipka-Barnett,2020-10-18 18:00:00
379,Czytał Michał Nogaś,Michał Nogaś,2020-10-18 19:00:00
380,Piosennik,Andrzej Poniedzielski,2020-10-18 20:00:00
381,Próbny lot,Karol Berger,2020-10-18 22:00:00
382,Muzyka do rana,,2020-10-24 00:00:00
383,Sobotni brzask,Maciej Jankowski,2020-10-24 07:00:00
384,Mistrzowie grają,Maria Zamachowska ,2020-10-24 10:00:00
385,Deliberatorium,Beata Grabarczyk,2020-10-24 12:00:00
386,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-10-24 13:00:00
387,Stulecie dziwów,Jerzy Sosnowski,2020-10-24 15:00:00
388,Miłomuzomania,Kinga Krasuska,2020-10-24 16:00:00
389,Bon ton,Agnieszka Lipka-Barnett,2020-10-24 18:00:00
390,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-10-24 20:00:00
391,Próbny lot,Paweł Orlikowski,2020-10-24 22:00:00
392,Muzyka do rana,,2020-10-25 00:00:00
393,De Cuba Su Musica,Jose Torres,2020-10-25 08:00:00
394,Bez kolejki,Wojciech Mann,2020-10-25 10:00:00
395,Raczek movie,Tomasz Raczek,2020-10-25 13:00:00
396,Wesoła warszawska fala,Jan Emil Młynarski,2020-10-25 14:00:00
397,Pora siesty,Marcin Kydryński,2020-10-25 15:00:00
398,W głębi duszy,Eliza Michalik,2020-10-25 17:00:00
399,Bon ton,Agnieszka Lipka-Barnett,2020-10-25 18:00:00
400,Czytał Michał Nogaś,Michał Nogaś,2020-10-25 19:00:00
401,Piosennik,Andrzej Poniedzielski,2020-10-25 20:00:00
402,Próbny lot,Karol Berger,2020-10-25 22:00:00
403,Muzyka do rana,,2020-10-31 00:00:00
404,Sobotni brzask,Maciej Jankowski,2020-10-31 07:00:00
405,Mistrzowie grają,Maria Zamachowska ,2020-10-31 10:00:00
406,Deliberatorium,Klaudiusz Slezak,2020-10-31 12:00:00
407,Nie tylko hip-hop,Mateusz Andruszkiewicz,2020-10-31 13:00:00
408,Stulecie dziwów,Jerzy Sosnowski,2020-10-31 15:00:00
409,Miłomuzomania,Kinga Krasuska,2020-10-31 16:00:00
410,Próbny lot,Mikołaj Tyczyński,2020-10-31 18:00:00
411,Próbny lot,Barbara Gregorczyk,2020-10-31 19:00:00
412,Dźwiękowe kontro-wersje,Krzysztof Łuszczewski,2020-10-31 20:00:00
413,Próbny lot,Paweł Orlikowski,2020-10-31 22:00:00
414,Muzyka do rana,,2020-11-01 00:00:00
415,De Cuba Su Musica,Jose Torres,2020-11-01 08:00:00
416,Bez kolejki,Wojciech Mann,2020-11-01 10:00:00
417,Raczek movie,Tomasz Raczek,2020-11-01 13:00:00
418,Wesoła warszawska fala,Jan Emil Młynarski,2020-11-01 14:00:00
419,Pora siesty,Marcin Kydryński,2020-11-01 15:00:00
420,W głębi duszy,Eliza Michalik,2020-11-01 17:00:00
421,Bon ton,Agnieszka Lipka-Barnett,2020-11-01 18:00:00
422,Czytał Michał Nogaś,Michał Nogaś,2020-11-01 19:00:00
423,Piosennik,Andrzej Poniedzielski,2020-11-01 20:00:00
