,title_ramowka,redactor,datetime
2302,Muzyka bardzo poważna,Krzysztof Grabowski,2022-05-02 22:00:00
2303,Nasze nocne granie,,2022-05-03 00:00:00
2304,Muzyka do rana,,2022-05-03 01:00:00
2305,Nowy świt,Katarzyna Kasia,2022-05-03 06:00:00
2306,Motyw przewodni,Mateusz Kuśmierek,2022-05-03 10:00:00
2307,W środku dnia,Mateusz Andruszkiewicz,2022-05-03 11:00:00
2308,Personal bigos,Marcin Mann,2022-05-03 14:00:00
2309,Soulówka,Mikołaj Tyczyński,2022-05-03 15:00:00
2310,Nowy Świat po południu,Michał Porycki,2022-05-03 16:00:00
2311,Wagle,"Wojciech Waglewski, Fisz",2022-05-03 19:00:00
2312,Punkt widzenia,Beata Grabarczyk,2022-05-03 21:00:00
2313,90/h,Bartek Winczewski,2022-05-03 22:00:00
2314,Nasze nocne granie,,2022-05-04 00:00:00
2315,Muzyka do rana,,2022-05-04 01:00:00
2316,Nowy świt,Mateusz Andruszkiewicz,2022-05-04 06:00:00
2317,Wszystko gra,Maciej Jankowski,2022-05-04 10:00:00
2318,W środku dnia,Jan Niebudek,2022-05-04 11:00:00
2319,Dzieci bluesa,Jan Chojnacki,2022-05-04 14:00:00
2320,Nowy Świat po południu,Michał Porycki,2022-05-04 16:00:00
2321,Bon ton,Agnieszka Lipka-Barnett,2022-05-04 19:00:00
2322,Słowo daję,Jarosław Mikołajewski,2022-05-04 21:00:00
2323,Muzyka do czytania,Michał Nogaś,2022-05-04 22:00:00
2324,Nasze nocne granie,,2022-05-05 00:00:00
2325,Muzyka do rana,,2022-05-05 01:00:00
2326,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-05-05 06:00:00
2327,Numer na bis,Maria Zamachowska,2022-05-05 10:00:00
2328,W środku dnia,Mateusz Andruszkiewicz,2022-05-05 11:00:00
2329,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-05-05 14:00:00
2330,Nowy Świat po południu,Michał Porycki,2022-05-05 16:00:00
2331,Napiór w eterze,Marek Napiórkowski,2022-05-05 19:00:00
2332,Punkt widzenia,Beata Grabarczyk,2022-05-05 21:00:00
2333,Nocny świat,Mikołaj Kierski,2022-05-05 22:00:00
2334,Sejsmograf,Kinga Krasuska,2022-05-05 23:00:00
2335,Nasze nocne granie,,2022-05-06 00:00:00
2336,Muzyka do rana,,2022-05-06 01:00:00
2337,Poranna Manna,Wojciech Mann,2022-05-06 06:00:00
2338,Dobrze nastrojone,Marcelina Słomian,2022-05-06 10:00:00
2339,W środku dnia,Mateusz Andruszkiewicz,2022-05-06 11:00:00
2340,Świat nowej muzyki,Bartek Winczewski,2022-05-06 13:00:00
2341,Klimaty na raty,Jan Janczy,2022-05-06 14:00:00
2342,Nowy Świat po południu,Michał Porycki,2022-05-06 16:00:00
2343,RadioAktywni,Jacek Nizinkiewicz,2022-05-06 19:00:00
2344,Sny kolorowe,Barbara Gregorczyk,2022-05-06 21:00:00
2345,Powidoki,Bruno Jasieński,2022-05-06 22:00:00
2346,U progu nocy,Kamil Wrona,2022-05-06 23:00:00
2347,Muzyka do rana,,2022-05-07 00:00:00
2348,Sobotni brzask,Maciej Jankowski,2022-05-07 07:00:00
2349,Koncert życzeń,,2022-05-07 10:00:00
2350,Deliberatorium,Beata Grabarczyk,2022-05-07 12:00:00
2351,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-05-07 13:00:00
2352,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz",2022-05-07 14:00:00
2353,Stulecie dziwów,Jerzy Sosnowski,2022-05-07 15:00:00
2354,Miłomuzomania,Kinga Krasuska,2022-05-07 16:00:00
2355,Mięta do (pop)kultury,Katarzyna Oklińska,2022-05-07 18:00:00
2356,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-05-07 19:00:00
2357,TIP-TOP Lista Radia Nowy Świat,Michał Porycki,2022-05-07 20:00:00
2358,Domówka,Paweł Orlikowski,2022-05-07 22:00:00
2359,Muzyka do rana,,2022-05-08 00:00:00
2360,De Cuba Su Musica,Jose Torres,2022-05-08 08:00:00
2361,Zbiory prywatne,Maria Zamachowska,2022-05-08 10:00:00
2362,Manniak po omacku,Wojciech Mann,2022-05-08 11:00:00
2363,Raczek movie,Tomasz Raczek,2022-05-08 13:00:00
2364,Wesoła warszawska fala,Jan Emil Młynarski,2022-05-08 14:00:00
2365,Pora siesty,Marcin Kydryński,2022-05-08 15:00:00
2366,W głębi duszy,Eliza Michalik,2022-05-08 17:00:00
2367,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-05-08 18:00:00
2368,Czytał Michał Nogaś,Michał Nogaś,2022-05-08 19:00:00
2369,Piosennik,Andrzej Poniedzielski,2022-05-08 20:00:00
2370,Dobrze nastrojone po polsku,Marcelina Słomian,2022-05-08 22:00:00
2371,Osobiste wycieczki,Maciej Grzenkowicz,2022-05-08 23:00:00
2372,Muzyka do rana,,2022-05-09 00:00:00
2373,Nowy świt,Maciej Orłoś,2022-05-09 06:00:00
2374,Rewersje,Bartek Winczewski,2022-05-09 10:00:00
2375,W środku dnia,Jan Niebudek,2022-05-09 11:00:00
2376,Dziękuję za wypowiedź,Adam Nowak,2022-05-09 14:00:00
2377,Nowy Świat po południu,Ksenia Maćczak,2022-05-09 16:00:00
2378,Strumień zdumień,Jan Chojnacki,2022-05-09 19:00:00
2379,JerzoBrzmienia,Jerzy Sosnowski,2022-05-09 21:00:00
2380,Muzyka bardzo poważna,Krzysztof Grabowski,2022-05-09 22:00:00
2381,Muzyka do rana,,2022-05-10 00:00:00
2382,Nowy świt,Katarzyna Kasia,2022-05-10 06:00:00
2383,Motyw przewodni,Mateusz Kuśmierek,2022-05-10 10:00:00
2384,W środku dnia,Mateusz Andruszkiewicz,2022-05-10 11:00:00
2385,Personal bigos,Marcin Mann,2022-05-10 14:00:00
2386,Soulówka,Mikołaj Tyczyński,2022-05-10 15:00:00
2387,Nowy Świat po południu,Michał Porycki,2022-05-10 16:00:00
2388,Wagle,"Wojciech Waglewski, Fisz",2022-05-10 19:00:00
2389,Punkt widzenia,Beata Grabarczyk,2022-05-10 21:00:00
2390,90/h,Bartek Winczewski,2022-05-10 22:00:00
2391,Muzyka do rana,,2022-05-11 00:00:00
2392,Nowy świt,Mateusz Andruszkiewicz,2022-05-11 06:00:00
2393,Wszystko gra,Maciej Jankowski,2022-05-11 10:00:00
2394,W środku dnia,Jan Niebudek,2022-05-11 11:00:00
2395,Dzieci bluesa,Jan Chojnacki,2022-05-11 14:00:00
2396,Nowy Świat po południu,Michał Porycki,2022-05-11 16:00:00
2397,Bon ton,Agnieszka Lipka-Barnett,2022-05-11 19:00:00
2398,Słowo daję,Jarosław Mikołajewski,2022-05-11 21:00:00
2399,Muzyka do czytania,Michał Nogaś,2022-05-11 22:00:00
2400,Muzyka do rana,,2022-05-12 00:00:00
2401,Nowy świt,Katarzyna Kasia,2022-05-12 06:00:00
2402,Numer na bis,Maria Zamachowska,2022-05-12 10:00:00
2403,W środku dnia,Jan Niebudek,2022-05-12 11:00:00
2404,Etykieta zastępcza,Marcelina Słomian,2022-05-12 14:00:00
2405,Nowy Świat po południu,Michał Porycki,2022-05-12 16:00:00
2406,Napiór w eterze,Marek Napiórkowski,2022-05-12 19:00:00
2407,Punkt widzenia,Beata Grabarczyk,2022-05-12 21:00:00
2408,Nocny świat,Mikołaj Kierski,2022-05-12 22:00:00
2409,Sejsmograf,Kinga Krasuska,2022-05-12 23:00:00
2410,Muzyka do rana,,2022-05-13 00:00:00
2411,Poranna Manna,Wojciech Mann,2022-05-13 06:00:00
2412,Dobrze nastrojone,Marcelina Słomian,2022-05-13 10:00:00
2413,W środku dnia,Jan Niebudek,2022-05-13 11:00:00
2414,Świat nowej muzyki,Mateusz Andruszkiewicz,2022-05-13 13:00:00
2415,Klimaty na raty,Jan Janczy,2022-05-13 14:00:00
2416,Nowy Świat po południu,Michał Porycki,2022-05-13 16:00:00
2417,RadioAktywni,Jacek Nizinkiewicz ,2022-05-13 19:00:00
2418,Sny kolorowe,Adam Stasiak,2022-05-13 21:00:00
2419,Powidoki,Bruno Jasieński,2022-05-13 22:00:00
2420,U progu nocy,Kamil Wrona ,2022-05-13 23:00:00
2421,Koncertowe granie,,2022-05-14 00:00:00
2422,Muzyka do rana,,2022-05-14 02:15:00
2423,Sobotni brzask,Maciej Jankowski,2022-05-14 07:00:00
2424,Koncert życzeń,"Wojciech Malajkat, Marek Napiórkowski",2022-05-14 10:00:00
2425,Deliberatorium,Beata Grabarczyk ,2022-05-14 12:00:00
2426,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-05-14 13:00:00
2427,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz ",2022-05-14 14:00:00
2428,Stulecie dziwów,Jerzy Sosnowski ,2022-05-14 15:00:00
2429,Miłomuzomania,Kinga Krasuska,2022-05-14 16:00:00
2430,Mięta do (pop)kultury,Katarzyna Oklińska,2022-05-14 18:00:00
2431,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-05-14 19:00:00
2432,TIP-TOP Lista Radia Nowy Świat,Michał Porycki,2022-05-14 20:00:00
2433,Domówka,Paweł Orlikowski,2022-05-14 22:00:00
2434,Muzyka do rana,,2022-05-15 00:00:00
2435,De Cuba Su Musica,Jose Torres,2022-05-15 08:00:00
2436,Etykieta zastępcza,Mikołaj Tyczyński,2022-05-15 10:00:00
2437,Manniak po omacku,Wojciech Mann,2022-05-15 11:00:00
2438,Raczek movie,Tomasz Raczek ,2022-05-15 13:00:00
2439,Wesoła warszawska fala,Jan Emil Młynarski,2022-05-15 14:00:00
2440,Pora siesty,Marcin Kydryński,2022-05-15 15:00:00
2441,W głębi duszy,Eliza Michalik ,2022-05-15 17:00:00
2442,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-05-15 18:00:00
2443,Czytał Michał Nogaś,Michał Nogaś ,2022-05-15 19:00:00
2444,Piosennik,Andrzej Poniedzielski,2022-05-15 20:00:00
2445,Dobrze nastrojone po polsku,Marcelina Słomian,2022-05-15 22:00:00
2446,Osobiste wycieczki,Maciej Grzenkowicz,2022-05-15 23:00:00
2447,Muzyka do rana,,2022-05-16 00:00:00
2448,Nowy świt,Maciej Orłoś,2022-05-16 06:00:00
2449,Rewersje,Bartek Winczewski,2022-05-16 10:00:00
2450,W środku dnia,Jan Niebudek,2022-05-16 11:00:00
2451,Dziękuję za wypowiedź,Adam Nowak,2022-05-16 14:00:00
2452,Nowy Świat po południu,Ksenia Maćczak,2022-05-16 16:00:00
2453,Strumień zdumień,Jan Chojnacki,2022-05-16 19:00:00
2454,JerzoBrzmienia,Jerzy Sosnowski ,2022-05-16 21:00:00
2455,Muzyka bardzo poważna,Krzysztof Grabowski,2022-05-16 22:00:00
2456,Muzyka do rana,,2022-05-17 00:00:00
2457,Nowy świt,Katarzyna Kasia,2022-05-17 06:00:00
2458,Motyw przewodni,Mateusz Kuśmierek,2022-05-17 10:00:00
2459,W środku dnia,Mateusz Andruszkiewicz,2022-05-17 11:00:00
2460,Personal bigos,Marcin Mann,2022-05-17 14:00:00
2461,Soulówka,Mikołaj Tyczyński ,2022-05-17 15:00:00
2462,Nowy Świat po południu,Michał Porycki ,2022-05-17 16:00:00
2463,Wagle,"Wojciech Waglewski, Fisz",2022-05-17 19:00:00
2464,Punkt widzenia,Beata Grabarczyk ,2022-05-17 21:00:00
2465,90/h,Bartek Winczewski,2022-05-17 22:00:00
2466,Muzyka do rana,,2022-05-18 00:00:00
2467,Nowy świt,Mateusz Andruszkiewicz,2022-05-18 06:00:00
2468,Wszystko gra,Maciej Jankowski,2022-05-18 10:00:00
2469,W środku dnia,Jan Niebudek,2022-05-18 11:00:00
2470,Dzieci bluesa,Jan Chojnacki,2022-05-18 14:00:00
2471,Nowy Świat po południu,Michał Porycki,2022-05-18 16:00:00
2472,Bon ton,Agnieszka Lipka-Barnett,2022-05-18 19:00:00
2473,Słowo daję,Jarosław Mikołajewski,2022-05-18 21:00:00
2474,Muzyka do czytania,Michał Nogaś,2022-05-18 22:00:00
2475,Muzyka do rana,,2022-05-19 00:00:00
2476,Nowy świt,Grzegorz Markowski,2022-05-19 06:00:00
2477,Numer na bis,Maria Zamachowska,2022-05-19 10:00:00
2478,W środku dnia,Jan Niebudek,2022-05-19 11:00:00
2479,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-05-19 14:00:00
2480,Nowy Świat po południu,Michał Porycki,2022-05-19 16:00:00
2481,Napiór w eterze,Marek Napiórkowski,2022-05-19 19:00:00
2482,Punkt widzenia,Beata Grabarczyk ,2022-05-19 21:00:00
2483,Nocny świat,Mikołaj Kierski,2022-05-19 22:00:00
2484,Sejsmograf,Kinga Krasuska,2022-05-19 23:00:00
2485,Muzyka do rana,,2022-05-20 00:00:00
2486,Poranna Manna,Wojciech Mann,2022-05-20 06:00:00
2487,Dobrze nastrojone,Marcelina Słomian,2022-05-20 10:00:00
2488,W środku dnia,Jan Niebudek,2022-05-20 11:00:00
2489,Świat nowej muzyki,Bartek Winczewski,2022-05-20 13:00:00
2490,Klimaty na raty,Jan Janczy,2022-05-20 14:00:00
2491,Nowy Świat po południu,Michał Porycki ,2022-05-20 16:00:00
2492,RadioAktywni,Jacek Nizinkiewicz ,2022-05-20 19:00:00
2493,Sny kolorowe,Barbara Gregorczyk,2022-05-20 21:00:00
2494,Powidoki,Bruno Jasieński,2022-05-20 22:00:00
2495,U progu nocy,Kamil Wrona ,2022-05-20 23:00:00
2496,Koncertowe granie,,2022-05-21 00:00:00
2497,Muzyka do rana,,2022-05-21 01:15:00
2498,Sobotni brzask,Maciej Jankowski ,2022-05-21 07:00:00
2499,Koncert życzeń,"Michał Nogaś, Jan Niebudek",2022-05-21 10:00:00
2500,Deliberatorium,Beata Grabarczyk ,2022-05-21 12:00:00
2501,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-05-21 13:00:00
2502,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz ",2022-05-21 14:00:00
2503,Stulecie dziwów,Jerzy Sosnowski ,2022-05-21 15:00:00
2504,Miłomuzomania,Kinga Krasuska,2022-05-21 16:00:00
2505,Mięta do (pop)kultury,Katarzyna Oklińska,2022-05-21 18:00:00
2506,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-05-21 19:00:00
2507,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-05-21 20:00:00
2508,Domówka,Paweł Orlikowski,2022-05-21 22:00:00
2509,Muzyka do rana,,2022-05-22 00:00:00
2510,De Cuba Su Musica,Jose Torres,2022-05-22 08:00:00
2511,Zbiory prywatne,Maria Zamachowska ,2022-05-22 10:00:00
2512,Manniak po omacku,Wojciech Mann,2022-05-22 11:00:00
2513,Raczek movie,Tomasz Raczek ,2022-05-22 13:00:00
2514,Wesoła warszawska fala,Jan Emil Młynarski,2022-05-22 14:00:00
2515,Pora siesty,Marcin Kydryński,2022-05-22 15:00:00
2516,W głębi duszy,Eliza Michalik ,2022-05-22 17:00:00
2517,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-05-22 18:00:00
2518,Czytał Michał Nogaś,Michał Nogaś ,2022-05-22 19:00:00
2519,Piosennik,Andrzej Poniedzielski,2022-05-22 20:00:00
2520,Dobrze nastrojone po polsku,Marcelina Słomian,2022-05-22 22:00:00
2521,Osobiste wycieczki,Maciej Grzenkowicz,2022-05-22 23:00:00
2522,Muzyka do rana,,2022-05-23 00:00:00
2523,Nowy świt,Maciej Orłoś,2022-05-23 06:00:00
2524,Rewersje,Bartek Winczewski,2022-05-23 10:00:00
2525,W środku dnia,Jan Niebudek ,2022-05-23 11:00:00
2526,Dziękuję za wypowiedź,Adam Nowak,2022-05-23 14:00:00
2527,Nowy Świat po południu,Ksenia Maćczak ,2022-05-23 16:00:00
2528,Strumień zdumień,Jan Chojnacki,2022-05-23 19:00:00
2529,Punkt widzenia,Jerzy Sosnowski ,2022-05-23 21:00:00
2530,Muzyka bardzo poważna,Krzysztof Grabowski,2022-05-23 22:00:00
2531,Muzyka do rana,,2022-05-24 00:00:00
2532,Nowy świt,Katarzyna Kasia,2022-05-24 06:00:00
2533,Motyw przewodni,Mateusz Kuśmierek,2022-05-24 10:00:00
2534,W środku dnia,Mateusz Andruszkiewicz,2022-05-24 11:00:00
2535,Personal bigos,Marcin Mann,2022-05-24 14:00:00
2536,Soulówka,Mikołaj Tyczyński ,2022-05-24 15:00:00
2537,Nowy Świat po południu,Michał Porycki ,2022-05-24 16:00:00
2538,Wagle,"Wojciech Waglewski, Fisz",2022-05-24 19:00:00
2539,Punkt widzenia,Beata Grabarczyk ,2022-05-24 21:00:00
2540,90/h,Bartek Winczewski,2022-05-24 22:00:00
2541,Muzyka do rana,,2022-05-25 00:00:00
2542,Nowy świt,Mateusz Andruszkiewicz ,2022-05-25 06:00:00
2543,Wszystko gra,Maciej Jankowski,2022-05-25 10:00:00
2544,W środku dnia,Jan Niebudek ,2022-05-25 11:00:00
2545,Dzieci bluesa,Jan Chojnacki,2022-05-25 14:00:00
2546,Nowy Świat po południu,Michał Porycki ,2022-05-25 16:00:00
2547,Bon ton,Agnieszka Lipka-Barnett,2022-05-25 19:00:00
2548,Słowo daję,Jarosław Mikołajewski,2022-05-25 21:00:00
2549,Muzyka do czytania,Michał Nogaś,2022-05-25 22:00:00
2550,Muzyka do rana,,2022-05-26 00:00:00
2551,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-05-26 06:00:00
2552,Numer na bis,Maria Zamachowska,2022-05-26 10:00:00
2553,W środku dnia,Jan Niebudek,2022-05-26 11:00:00
2554,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-05-26 14:00:00
2555,Nowy Świat po południu,Michał Porycki ,2022-05-26 16:00:00
2556,Napiór w eterze,Marek Napiórkowski,2022-05-26 19:00:00
2557,Punkt widzenia,Beata Grabarczyk,2022-05-26 21:00:00
2558,Nocny świat,Mikołaj Kierski,2022-05-26 22:00:00
2559,Sejsmograf,Kinga Krasuska,2022-05-26 23:00:00
2560,Koncertowe granie,,2022-05-27 00:00:00
2561,Muzyka do rana,,2022-05-27 02:00:00
2562,Poranna Manna,Wojciech Mann ,2022-05-27 06:00:00
2563,Dobrze nastrojone,Marcelina Słomian,2022-05-27 10:00:00
2564,W środku dnia,Jan Niebudek ,2022-05-27 11:00:00
2565,Świat nowej muzyki,Mateusz Andruszkiewicz,2022-05-27 13:00:00
2566,Klimaty na raty,Jan Janczy,2022-05-27 14:00:00
2567,Nowy Świat po południu,Michał Porycki ,2022-05-27 16:00:00
2568,RadioAktywni,Jacek Nizinkiewicz,2022-05-27 19:00:00
2569,Sny kolorowe,Adam Stasiak,2022-05-27 21:00:00
2570,Powidoki,Bruno Jasieński,2022-05-27 22:00:00
2571,U progu nocy,Kamil Wrona,2022-05-27 23:00:00
2572,Koncertowe granie,,2022-05-28 00:00:00
2573,Muzyka do rana,,2022-05-28 02:00:00
2574,Sobotni brzask,Maciej Jankowski,2022-05-28 07:00:00
2575,Koncert życzeń,"Joanna Kołaczkowska, Wojciech Malajkat ",2022-05-28 10:00:00
2576,Deliberatorium,Beata Grabarczyk ,2022-05-28 12:00:00
2577,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-05-28 13:00:00
2578,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz ",2022-05-28 14:00:00
2579,Stulecie dziwów,Jerzy Sosnowski ,2022-05-28 15:00:00
2580,Miłomuzomania,Kinga Krasuska,2022-05-28 16:00:00
2581,Mięta do (pop)kultury,Katarzyna Oklińska,2022-05-28 18:00:00
2582,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-05-28 19:00:00
2583,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-05-28 20:00:00
2584,Domówka,Paweł Orlikowski,2022-05-28 22:00:00
2585,Muzyka do rana,,2022-05-29 00:00:00
2586,De Cuba Su Musica,Jose Torres,2022-05-29 08:00:00
2587,Zbiory prywatne,Maria Zamachowska ,2022-05-29 10:00:00
2588,Manniak po omacku,Wojciech Mann,2022-05-29 11:00:00
2589,Raczek movie,Tomasz Raczek ,2022-05-29 13:00:00
2590,Wesoła warszawska fala,Jan Emil Młynarski,2022-05-29 14:00:00
2591,Pora siesty,Marcin Kydryński,2022-05-29 15:00:00
2592,W głębi duszy,Eliza Michalik ,2022-05-29 17:00:00
2593,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-05-29 18:00:00
2594,Czytał Michał Nogaś,Michał Nogaś ,2022-05-29 19:00:00
2595,Piosennik,Andrzej Poniedzielski,2022-05-29 20:00:00
2596,Dobrze nastrojone po polsku,Marcelina Słomian,2022-05-29 22:00:00
2597,Osobiste wycieczki,Maciej Grzenkowicz,2022-05-29 23:00:00
2598,Muzyka do rana,,2022-05-30 00:00:00
2599,Nowy świt,Mateusz Andruszkiewicz ,2022-05-30 06:00:00
2600,Rewersje,Bartek Winczewski,2022-05-30 10:00:00
2601,W środku dnia,Jan Niebudek ,2022-05-30 11:00:00
2602,Dziękuję za wypowiedź,Adam Nowak,2022-05-30 14:00:00
2603,Nowy Świat po południu,Ksenia Maćczak ,2022-05-30 16:00:00
2604,Strumień zdumień,Jan Chojnacki,2022-05-30 19:00:00
2605,JerzoBrzmienia,Jerzy Sosnowski ,2022-05-30 21:00:00
2606,Muzyka bardzo poważna,Krzysztof Grabowski,2022-05-30 22:00:00
2607,Muzyka do rana,,2022-05-31 00:00:00
2608,Nowy świt,Katarzyna Kasia ,2022-05-31 06:00:00
2609,Motyw przewodni,Mateusz Kuśmierek,2022-05-31 10:00:00
2610,W środku dnia,Mateusz Andruszkiewicz ,2022-05-31 11:00:00
2611,Personal bigos,Marcin Mann,2022-05-31 14:00:00
2612,Soulówka,Mikołaj Tyczyński ,2022-05-31 15:00:00
2613,Nowy Świat po południu,Michał Porycki ,2022-05-31 16:00:00
2614,Wagle,"Wojciech Waglewski, Fisz",2022-05-31 19:00:00
2615,Punkt widzenia,Beata Grabarczyk ,2022-05-31 21:00:00
2616,90/h,Bartek Winczewski,2022-05-31 22:00:00
2617,Muzyka do rana,,2022-06-01 00:00:00
2618,Nowy świt,Mateusz Andruszkiewicz,2022-06-01 06:00:00
2619,Wszystko gra,Maciej Jankowski,2022-06-01 10:00:00
2620,W środku dnia,Jan Niebudek,2022-06-01 11:00:00
2621,Dzieci bluesa,Jan Chojnacki,2022-06-01 14:00:00
2622,Nowy Świat po południu,Michał Porycki,2022-06-01 16:00:00
2623,Bon ton,Agnieszka Lipka-Barnett,2022-06-01 19:00:00
2624,Słowo daję,Jarosław Mikołajewski ,2022-06-01 21:00:00
2625,Muzyka do czytania,Michał Nogaś,2022-06-01 22:00:00
2626,Muzyka do rana,,2022-06-02 00:00:00
2627,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-06-02 06:00:00
2628,Numer na bis,Maria Zamachowska,2022-06-02 10:00:00
2629,W środku dnia,Jan Niebudek ,2022-06-02 11:00:00
2630,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-06-02 14:00:00
2631,Nowy Świat po południu,Michał Porycki ,2022-06-02 16:00:00
2632,Napiór w eterze,Marek Napiórkowski ,2022-06-02 19:00:00
2633,Punkt widzenia,Beata Grabarczyk ,2022-06-02 21:00:00
2634,Nocny świat,Mikołaj Kierski,2022-06-02 22:00:00
2635,Sejsmograf,Kinga Krasuska,2022-06-02 23:00:00
2636,Muzyka do rana,,2022-06-03 00:00:00
2637,Poranna Manna,Wojciech Mann ,2022-06-03 06:00:00
2638,Dobrze nastrojone,Marcelina Słomian ,2022-06-03 10:00:00
2639,W środku dnia,Jan Niebudek ,2022-06-03 11:00:00
2640,Świat nowej muzyki,Bartek Winczewski,2022-06-03 13:00:00
2641,Klimaty na raty,Jan Janczy,2022-06-03 14:00:00
2642,Nowy Świat po południu,Michał Porycki ,2022-06-03 16:00:00
2643,RadioAktywni,Jacek Nizinkiewicz,2022-06-03 19:00:00
2644,Sny kolorowe,Barbara Gregorczyk,2022-06-03 21:00:00
2645,Powidoki,Bruno Jasieński,2022-06-03 22:00:00
2646,U progu nocy,Kamil Wrona,2022-06-03 23:00:00
2647,Koncertowe granie,,2022-06-04 00:00:00
2648,Muzyka do rana,,2022-06-04 02:00:00
2649,Sobotni brzask,Maciej Jankowski,2022-06-04 07:00:00
2650,Koncert życzeń,"Piotr Bukartyk, Katarzyna Kasia ",2022-06-04 10:00:00
2651,Deliberatorium,Beata Grabarczyk ,2022-06-04 12:00:00
2652,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-06-04 13:00:00
2653,Radiolokacja,"Barbara Gregorczyk, Maciej Grzenkowicz",2022-06-04 14:00:00
2654,Stulecie dziwów,Jerzy Sosnowski ,2022-06-04 15:00:00
2655,Klimaty na raty,Jan Janczy,2022-06-04 16:00:00
2656,Mięta do (pop)kultury,Katarzyna Oklińska,2022-06-04 18:00:00
2657,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-06-04 19:00:00
2658,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-06-04 20:00:00
2659,Domówka,Paweł Orlikowski,2022-06-04 22:00:00
2660,Muzyka do rana,,2022-06-05 00:00:00
2661,De Cuba Su Musica,Jose Torres,2022-06-05 08:00:00
2662,Zbiory prywatne,Maria Zamachowska ,2022-06-05 10:00:00
2663,Manniak po omacku,Wojciech Mann,2022-06-05 11:00:00
2664,Raczek movie,Tomasz Raczek ,2022-06-05 13:00:00
2665,Wesoła warszawska fala,Jan Emil Młynarski,2022-06-05 14:00:00
2666,Pora siesty,Marcin Kydryński,2022-06-05 15:00:00
2667,W głębi duszy,Eliza Michalik ,2022-06-05 17:00:00
2668,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-06-05 18:00:00
2669,Czytał Michał Nogaś,Michał Nogaś ,2022-06-05 19:00:00
2670,Piosennik,Andrzej Poniedzielski,2022-06-05 20:00:00
2671,Dobrze nastrojone po polsku,Marcelina Słomian,2022-06-05 22:00:00
2672,Osobiste wycieczki,Maciej Grzenkowicz,2022-06-05 23:00:00
2673,Muzyka do rana,,2022-06-06 00:00:00
2674,Nowy świt,Maciej Orłoś,2022-06-06 06:00:00
2675,Gra o ton,Wojciech Mann ,2022-06-06 10:00:00
2676,W środku dnia,Jan Niebudek ,2022-06-06 11:00:00
2677,Dziękuję za wypowiedź,Adam Nowak,2022-06-06 14:00:00
2678,Nowy Świat po południu,Ksenia Maćczak ,2022-06-06 16:00:00
2679,Strumień zdumień,Jan Chojnacki,2022-06-06 19:00:00
2680,JerzoBrzmienia,Jerzy Sosnowski ,2022-06-06 21:00:00
2681,Muzyka bardzo poważna,Krzysztof Grabowski,2022-06-06 22:00:00
